date,channel,spend,impressions,clicks
2026-01-20,Instagram Ads,11526.0,11891,130
2026-01-20,Google Ads,6863.38,26559,1217
2026-01-20,Referral,4739.49,35523,316
2026-01-20,Organic Search,7399.29,24287,1503
2026-01-20,Influencer,14429.12,22996,2956
2026-01-20,Email,3837.08,5346,2615
2026-01-21,Instagram Ads,3145.96,24023,1367
2026-01-21,Google Ads,2509.55,22034,165
2026-01-21,Referral,13565.4,13612,258
2026-01-21,Organic Search,8389.36,46149,1958
2026-01-21,Influencer,13876.58,49062,1998
2026-01-21,Email,13102.31,4323,2762
2026-01-22,Instagram Ads,3029.86,34971,1991
2026-01-22,Google Ads,1313.52,14036,1073
2026-01-22,Referral,2432.05,8447,2687
2026-01-22,Organic Search,5411.66,33827,907
2026-01-22,Influencer,9626.16,14645,212
2026-01-22,Email,3357.98,41893,564
2026-01-23,Instagram Ads,7908.17,23601,2199
2026-01-23,Google Ads,11152.42,29124,1956
2026-01-23,Referral,14678.27,15669,2627
2026-01-23,Organic Search,6076.47,20135,2113
2026-01-23,Influencer,10431.29,35792,2182
2026-01-23,Email,3903.04,26701,612
2026-01-24,Instagram Ads,11168.51,45959,2707
2026-01-24,Google Ads,2155.33,29755,1346
2026-01-24,Referral,593.05,3604,2866
2026-01-24,Organic Search,9060.95,47809,1953
2026-01-24,Influencer,14663.66,5266,2238
2026-01-24,Email,12147.26,34886,102
2026-01-25,Instagram Ads,10280.53,26546,2808
2026-01-25,Google Ads,9560.74,46172,1464
2026-01-25,Referral,1543.88,16232,395
2026-01-25,Organic Search,8988.55,19055,719
2026-01-25,Influencer,8691.5,30363,871
2026-01-25,Email,11790.12,30277,1085
2026-01-26,Instagram Ads,6170.31,36932,1643
2026-01-26,Google Ads,11229.16,36296,1596
2026-01-26,Referral,4799.05,6017,299
2026-01-26,Organic Search,13526.2,49861,1916
2026-01-26,Influencer,8453.29,7480,753
2026-01-26,Email,7046.32,40408,1102
2026-01-27,Instagram Ads,9485.68,31879,1788
2026-01-27,Google Ads,5218.41,21966,2148
2026-01-27,Referral,13432.52,37218,2134
2026-01-27,Organic Search,2392.26,40287,316
2026-01-27,Influencer,6435.09,10501,2026
2026-01-27,Email,998.5,41953,462
2026-01-28,Instagram Ads,4628.17,43004,537
2026-01-28,Google Ads,8065.8,24797,1754
2026-01-28,Referral,12778.2,16568,1020
2026-01-28,Organic Search,13589.81,35857,2810
2026-01-28,Influencer,3931.4,27304,2092
2026-01-28,Email,3104.38,4072,192
2026-01-29,Instagram Ads,3902.19,10209,2835
2026-01-29,Google Ads,4948.31,33199,291
2026-01-29,Referral,11215.76,39312,2765
2026-01-29,Organic Search,4185.2,48543,2554
2026-01-29,Influencer,14751.92,6657,851
2026-01-29,Email,1259.84,20496,1390
2026-01-30,Instagram Ads,5823.42,40281,191
2026-01-30,Google Ads,9704.8,13977,1486
2026-01-30,Referral,9403.61,12078,2671
2026-01-30,Organic Search,792.12,25024,2008
2026-01-30,Influencer,9875.55,3234,2317
2026-01-30,Email,3347.99,45695,588
2026-01-31,Instagram Ads,12482.03,11174,1752
2026-01-31,Google Ads,4010.73,48591,58
2026-01-31,Referral,14130.67,14485,271
2026-01-31,Organic Search,7701.91,16340,2616
2026-01-31,Influencer,7706.19,43075,1727
2026-01-31,Email,11908.62,10670,2534
2026-02-01,Instagram Ads,4493.78,48857,1699
2026-02-01,Google Ads,1964.4,42336,1495
2026-02-01,Referral,9869.95,33011,2548
2026-02-01,Organic Search,13231.97,44489,2755
2026-02-01,Influencer,2280.84,46529,729
2026-02-01,Email,3237.83,8692,2854
2026-02-02,Instagram Ads,6614.9,2901,865
2026-02-02,Google Ads,1246.81,47726,2557
2026-02-02,Referral,9208.68,45493,2810
2026-02-02,Organic Search,5891.46,16764,2818
2026-02-02,Influencer,1657.44,6726,1245
2026-02-02,Email,13623.59,12146,436
2026-02-03,Instagram Ads,5570.85,4268,2134
2026-02-03,Google Ads,12188.38,19532,276
2026-02-03,Referral,2827.76,28051,345
2026-02-03,Organic Search,7267.81,33035,2285
2026-02-03,Influencer,14170.05,12057,2880
2026-02-03,Email,14088.22,39625,1073
2026-02-04,Instagram Ads,4058.11,15364,1179
2026-02-04,Google Ads,14092.02,17814,613
2026-02-04,Referral,10092.18,49058,891
2026-02-04,Organic Search,10205.0,6588,2005
2026-02-04,Influencer,10365.72,34874,499
2026-02-04,Email,13923.6,12645,507
2026-02-05,Instagram Ads,11067.75,11493,1996
2026-02-05,Google Ads,6519.72,43692,1818
2026-02-05,Referral,5409.66,2411,2006
2026-02-05,Organic Search,6649.74,5427,2872
2026-02-05,Influencer,4190.13,8909,1723
2026-02-05,Email,3669.35,21516,275
2026-02-06,Instagram Ads,10336.32,5205,1212
2026-02-06,Google Ads,3215.23,2495,1595
2026-02-06,Referral,9940.86,8996,1129
2026-02-06,Organic Search,13195.98,4058,1646
2026-02-06,Influencer,14395.4,22077,1432
2026-02-06,Email,14274.83,13206,76
2026-02-07,Instagram Ads,859.78,38532,1093
2026-02-07,Google Ads,11469.53,46382,570
2026-02-07,Referral,11906.26,17616,1521
2026-02-07,Organic Search,2304.26,7345,2493
2026-02-07,Influencer,4955.28,27709,1412
2026-02-07,Email,4087.72,31456,60
2026-02-08,Instagram Ads,9556.86,15273,2145
2026-02-08,Google Ads,10193.04,40849,2172
2026-02-08,Referral,12419.12,12995,2610
2026-02-08,Organic Search,3733.75,49203,1048
2026-02-08,Influencer,10821.05,29904,1850
2026-02-08,Email,12673.25,40160,2307
2026-02-09,Instagram Ads,8740.01,25289,884
2026-02-09,Google Ads,13071.02,10605,1500
2026-02-09,Referral,10551.89,5348,2082
2026-02-09,Organic Search,1370.13,13592,2949
2026-02-09,Influencer,5093.56,35965,423
2026-02-09,Email,10336.09,8913,1579
2026-02-10,Instagram Ads,5925.1,23944,601
2026-02-10,Google Ads,4329.36,38763,2585
2026-02-10,Referral,4120.79,1095,2118
2026-02-10,Organic Search,7351.7,14373,103
2026-02-10,Influencer,11512.85,27492,425
2026-02-10,Email,13178.62,35261,159
2026-02-11,Instagram Ads,4976.37,5507,474
2026-02-11,Google Ads,10691.92,12885,318
2026-02-11,Referral,10078.39,26232,552
2026-02-11,Organic Search,1223.91,44939,2910
2026-02-11,Influencer,9762.17,28860,2875
2026-02-11,Email,2216.6,47352,610
2026-02-12,Instagram Ads,11019.77,26551,1981
2026-02-12,Google Ads,4378.36,28420,2935
2026-02-12,Referral,9115.73,29765,2144
2026-02-12,Organic Search,865.94,19624,2390
2026-02-12,Influencer,11846.07,7867,1834
2026-02-12,Email,12084.87,48303,2482
2026-02-13,Instagram Ads,14663.66,46580,1294
2026-02-13,Google Ads,8385.1,25014,1537
2026-02-13,Referral,6904.6,38762,170
2026-02-13,Organic Search,8356.48,29824,1277
2026-02-13,Influencer,14804.77,32955,391
2026-02-13,Email,7620.01,8026,1359
2026-02-14,Instagram Ads,5348.19,20123,2186
2026-02-14,Google Ads,8841.14,25661,1085
2026-02-14,Referral,3917.46,10899,2971
2026-02-14,Organic Search,4296.01,26698,2455
2026-02-14,Influencer,6102.69,8001,2237
2026-02-14,Email,14129.49,7598,1382
2026-02-15,Instagram Ads,13845.25,40013,2560
2026-02-15,Google Ads,6596.71,39432,2575
2026-02-15,Referral,3354.14,43289,2635
2026-02-15,Organic Search,2812.99,14251,1080
2026-02-15,Influencer,3346.14,40262,663
2026-02-15,Email,6744.83,2277,1208
2026-02-16,Instagram Ads,7929.89,17491,131
2026-02-16,Google Ads,2115.69,23762,645
2026-02-16,Referral,1519.11,14589,2260
2026-02-16,Organic Search,2099.5,5420,2748
2026-02-16,Influencer,8066.16,41272,1871
2026-02-16,Email,3957.31,14480,2894
2026-02-17,Instagram Ads,9566.86,19659,2004
2026-02-17,Google Ads,1928.3,44255,715
2026-02-17,Referral,5453.29,39367,2571
2026-02-17,Organic Search,14862.52,40796,2919
2026-02-17,Influencer,10724.16,32167,1008
2026-02-17,Email,9411.28,13447,472
2026-02-18,Instagram Ads,11449.89,38287,1875
2026-02-18,Google Ads,11775.49,35089,468
2026-02-18,Referral,14203.95,34427,1564
2026-02-18,Organic Search,9843.56,36005,1075
2026-02-18,Influencer,1040.15,16846,1234
2026-02-18,Email,3818.58,38463,133
2026-02-19,Instagram Ads,13710.97,45669,2298
2026-02-19,Google Ads,5642.13,30359,2918
2026-02-19,Referral,3576.64,26853,2584
2026-02-19,Organic Search,14547.56,34795,2952
2026-02-19,Influencer,6812.66,31230,1441
2026-02-19,Email,10429.48,39972,1990
2026-02-20,Instagram Ads,1381.15,22609,2981
2026-02-20,Google Ads,10547.93,19796,672
2026-02-20,Referral,13397.51,9730,2759
2026-02-20,Organic Search,9609.17,3593,2591
2026-02-20,Influencer,14421.96,48334,1556
2026-02-20,Email,5926.85,30835,2718
2026-02-21,Instagram Ads,12225.6,11267,192
2026-02-21,Google Ads,13356.44,4074,3000
2026-02-21,Referral,5156.57,16357,1749
2026-02-21,Organic Search,11782.5,35392,2490
2026-02-21,Influencer,1256.8,38765,1820
2026-02-21,Email,4464.23,21543,2976
2026-02-22,Instagram Ads,11405.94,17125,2281
2026-02-22,Google Ads,3055.46,7706,2259
2026-02-22,Referral,7299.69,28071,1900
2026-02-22,Organic Search,10592.71,11728,2391
2026-02-22,Influencer,4398.47,43732,1083
2026-02-22,Email,11078.43,5545,1566
2026-02-23,Instagram Ads,3700.38,1136,2571
2026-02-23,Google Ads,2061.45,47044,2072
2026-02-23,Referral,11013.35,30137,842
2026-02-23,Organic Search,13481.46,27222,781
2026-02-23,Influencer,1249.04,27832,2694
2026-02-23,Email,12151.36,10918,2084
2026-02-24,Instagram Ads,2312.55,19253,1910
2026-02-24,Google Ads,14002.9,38140,2431
2026-02-24,Referral,14346.48,29110,1977
2026-02-24,Organic Search,4269.6,1885,1907
2026-02-24,Influencer,1439.34,10512,1003
2026-02-24,Email,9067.32,24371,595
2026-02-25,Instagram Ads,6807.51,23759,2811
2026-02-25,Google Ads,12208.23,22792,2883
2026-02-25,Referral,9669.82,23206,1868
2026-02-25,Organic Search,6412.51,44554,2154
2026-02-25,Influencer,2278.47,11662,81
2026-02-25,Email,1025.77,24443,1767
2026-02-26,Instagram Ads,12676.49,45983,1346
2026-02-26,Google Ads,5516.11,16979,249
2026-02-26,Referral,11369.34,17517,133
2026-02-26,Organic Search,7491.49,48147,1189
2026-02-26,Influencer,3388.54,40031,885
2026-02-26,Email,8196.7,11346,2760
2026-02-27,Instagram Ads,7016.06,1632,1997
2026-02-27,Google Ads,9975.02,24688,2532
2026-02-27,Referral,10906.88,15891,1491
2026-02-27,Organic Search,9478.6,12541,1221
2026-02-27,Influencer,2924.74,37606,1277
2026-02-27,Email,4134.3,9486,1061
2026-02-28,Instagram Ads,10480.13,36701,2465
2026-02-28,Google Ads,682.49,49751,1981
2026-02-28,Referral,1406.37,26986,874
2026-02-28,Organic Search,7558.42,5959,2873
2026-02-28,Influencer,12173.03,9007,2284
2026-02-28,Email,6752.03,39527,1044
2026-03-01,Instagram Ads,8381.66,39283,2856
2026-03-01,Google Ads,10709.39,48723,1457
2026-03-01,Referral,11653.49,13513,1184
2026-03-01,Organic Search,9598.01,33713,2897
2026-03-01,Influencer,10506.29,9758,2338
2026-03-01,Email,4630.0,15295,2127
2026-03-02,Instagram Ads,4311.55,5069,1557
2026-03-02,Google Ads,8513.75,35722,1950
2026-03-02,Referral,11854.54,17492,2562
2026-03-02,Organic Search,11162.43,7070,2374
2026-03-02,Influencer,3378.45,8467,2290
2026-03-02,Email,9951.9,15363,581
2026-03-03,Instagram Ads,3880.59,13590,1388
2026-03-03,Google Ads,1977.01,22536,262
2026-03-03,Referral,9423.13,10202,824
2026-03-03,Organic Search,12698.74,20968,1169
2026-03-03,Influencer,875.03,24847,2370
2026-03-03,Email,11525.48,48188,2787
2026-03-04,Instagram Ads,4042.72,37238,2571
2026-03-04,Google Ads,8388.17,16929,855
2026-03-04,Referral,3545.57,45533,2185
2026-03-04,Organic Search,7556.5,44814,2746
2026-03-04,Influencer,3831.51,49849,2197
2026-03-04,Email,1355.45,37009,711
2026-03-05,Instagram Ads,9381.71,39393,2224
2026-03-05,Google Ads,9233.26,23252,2378
2026-03-05,Referral,11343.38,5444,1209
2026-03-05,Organic Search,14334.94,36143,99
2026-03-05,Influencer,5190.29,41307,1419
2026-03-05,Email,1469.89,23426,1731
2026-03-06,Instagram Ads,7578.2,27435,1282
2026-03-06,Google Ads,2433.55,12988,1944
2026-03-06,Referral,3384.18,3437,1750
2026-03-06,Organic Search,3975.12,20204,1947
2026-03-06,Influencer,1053.26,35337,2011
2026-03-06,Email,1368.5,10209,2222
2026-03-07,Instagram Ads,13738.28,3939,1160
2026-03-07,Google Ads,13940.07,36446,2546
2026-03-07,Referral,2076.95,10234,2591
2026-03-07,Organic Search,4727.09,42250,1156
2026-03-07,Influencer,6922.29,15056,851
2026-03-07,Email,9715.65,30840,2051
2026-03-08,Instagram Ads,11695.41,38504,1031
2026-03-08,Google Ads,7899.5,17657,1886
2026-03-08,Referral,11872.77,8436,1048
2026-03-08,Organic Search,12680.81,14055,1908
2026-03-08,Influencer,6732.77,1716,1157
2026-03-08,Email,9085.77,39421,451
2026-03-09,Instagram Ads,11191.78,39980,2364
2026-03-09,Google Ads,7285.18,22740,1914
2026-03-09,Referral,8903.75,45198,1884
2026-03-09,Organic Search,3639.05,2340,2115
2026-03-09,Influencer,1256.89,12357,2048
2026-03-09,Email,11281.31,15946,1779
2026-03-10,Instagram Ads,2908.89,12931,1350
2026-03-10,Google Ads,5828.54,35100,1206
2026-03-10,Referral,1541.68,37952,87
2026-03-10,Organic Search,4113.54,9412,598
2026-03-10,Influencer,1574.86,15447,2907
2026-03-10,Email,7849.31,28955,2574
2026-03-11,Instagram Ads,9789.8,49884,328
2026-03-11,Google Ads,8545.81,29401,173
2026-03-11,Referral,13269.37,1950,2572
2026-03-11,Organic Search,12024.16,6230,2880
2026-03-11,Influencer,11427.5,22092,2081
2026-03-11,Email,2812.36,17564,413
2026-03-12,Instagram Ads,13898.22,37531,1445
2026-03-12,Google Ads,11258.69,44320,2658
2026-03-12,Referral,4210.4,46728,904
2026-03-12,Organic Search,11027.12,38129,2133
2026-03-12,Influencer,14675.75,5851,2613
2026-03-12,Email,1062.25,23891,867
2026-03-13,Instagram Ads,11081.85,21259,88
2026-03-13,Google Ads,5773.03,20261,2085
2026-03-13,Referral,12704.38,38359,798
2026-03-13,Organic Search,13511.58,42961,918
2026-03-13,Influencer,1103.19,36371,320
2026-03-13,Email,11649.2,31875,2598
2026-03-14,Instagram Ads,8954.64,16225,1157
2026-03-14,Google Ads,5634.26,24439,342
2026-03-14,Referral,13098.88,39650,2779
2026-03-14,Organic Search,882.63,31760,2783
2026-03-14,Influencer,2943.17,30800,1280
2026-03-14,Email,12869.95,22125,1070
2026-03-15,Instagram Ads,11115.97,41294,1587
2026-03-15,Google Ads,2411.57,48671,2400
2026-03-15,Referral,9102.94,6124,1855
2026-03-15,Organic Search,13132.31,2921,2726
2026-03-15,Influencer,10856.39,12945,2019
2026-03-15,Email,1927.19,13190,619
2026-03-16,Instagram Ads,7062.27,32571,2922
2026-03-16,Google Ads,2838.91,10134,1744
2026-03-16,Referral,3393.97,35603,1779
2026-03-16,Organic Search,2118.89,31658,501
2026-03-16,Influencer,6014.52,5146,839
2026-03-16,Email,11473.03,36944,826
2026-03-17,Instagram Ads,5418.67,7797,2066
2026-03-17,Google Ads,7850.07,2911,1520
2026-03-17,Referral,2724.0,43194,1363
2026-03-17,Organic Search,680.41,21580,1908
2026-03-17,Influencer,14125.64,36074,916
2026-03-17,Email,5813.29,12661,342
2026-03-18,Instagram Ads,11386.01,47173,869
2026-03-18,Google Ads,13272.38,43704,2631
2026-03-18,Referral,5402.35,41520,1667
2026-03-18,Organic Search,1829.01,18159,1265
2026-03-18,Influencer,835.21,22550,1924
2026-03-18,Email,8972.39,32958,2526
2026-03-19,Instagram Ads,8454.94,15456,389
2026-03-19,Google Ads,13284.52,12232,716
2026-03-19,Referral,7536.41,41756,395
2026-03-19,Organic Search,2098.01,45474,1959
2026-03-19,Influencer,4922.5,24003,1446
2026-03-19,Email,14093.69,27597,1563
2026-03-20,Instagram Ads,11567.99,16511,89
2026-03-20,Google Ads,3102.72,1443,154
2026-03-20,Referral,6641.22,27550,1471
2026-03-20,Organic Search,9948.68,13366,690
2026-03-20,Influencer,1231.54,9908,140
2026-03-20,Email,9805.85,11467,656
2026-03-21,Instagram Ads,13341.9,31469,89
2026-03-21,Google Ads,4293.34,35205,1262
2026-03-21,Referral,7765.53,21722,248
2026-03-21,Organic Search,14886.23,14183,1702
2026-03-21,Influencer,7497.24,20379,1427
2026-03-21,Email,790.24,41330,1020
2026-03-22,Instagram Ads,2541.42,4500,140
2026-03-22,Google Ads,8154.35,49595,2873
2026-03-22,Referral,8476.53,30013,1373
2026-03-22,Organic Search,2599.97,38322,976
2026-03-22,Influencer,2820.48,40712,1269
2026-03-22,Email,4512.64,25576,1305
2026-03-23,Instagram Ads,3685.8,2285,565
2026-03-23,Google Ads,9033.33,49414,601
2026-03-23,Referral,890.97,33071,1834
2026-03-23,Organic Search,9967.37,35054,926
2026-03-23,Influencer,9639.89,33305,517
2026-03-23,Email,9836.95,31814,2184
2026-03-24,Instagram Ads,11564.77,9913,102
2026-03-24,Google Ads,8053.03,39976,754
2026-03-24,Referral,7127.44,38806,2076
2026-03-24,Organic Search,9432.55,17433,2328
2026-03-24,Influencer,3589.57,38373,1083
2026-03-24,Email,8034.82,33268,1136
2026-03-25,Instagram Ads,2539.5,33950,2608
2026-03-25,Google Ads,627.8,30319,1492
2026-03-25,Referral,1384.37,31545,2007
2026-03-25,Organic Search,5548.24,30585,1474
2026-03-25,Influencer,969.51,43247,361
2026-03-25,Email,14942.16,42461,2893
2026-03-26,Instagram Ads,12745.63,34759,551
2026-03-26,Google Ads,5686.39,13535,1800
2026-03-26,Referral,6711.79,48609,107
2026-03-26,Organic Search,10206.92,40914,1759
2026-03-26,Influencer,8621.29,8585,769
2026-03-26,Email,876.17,14782,2369
2026-03-27,Instagram Ads,800.28,35740,2715
2026-03-27,Google Ads,14100.09,47008,2489
2026-03-27,Referral,7178.88,4772,2798
2026-03-27,Organic Search,4953.55,27602,1437
2026-03-27,Influencer,14446.99,22774,1265
2026-03-27,Email,13174.26,19928,204
2026-03-28,Instagram Ads,8600.3,37460,2100
2026-03-28,Google Ads,5361.64,1704,857
2026-03-28,Referral,12138.12,11652,326
2026-03-28,Organic Search,13793.15,38573,889
2026-03-28,Influencer,892.49,7020,2324
2026-03-28,Email,11925.42,35077,2725
2026-03-29,Instagram Ads,4827.2,9684,2450
2026-03-29,Google Ads,11667.17,2122,2971
2026-03-29,Referral,10814.9,28517,692
2026-03-29,Organic Search,1308.27,37070,2095
2026-03-29,Influencer,3863.15,37076,1298
2026-03-29,Email,3698.0,12006,458
2026-03-30,Instagram Ads,5810.61,26640,994
2026-03-30,Google Ads,11943.66,20435,865
2026-03-30,Referral,14740.83,47691,2041
2026-03-30,Organic Search,6599.8,34017,634
2026-03-30,Influencer,9612.19,9413,1049
2026-03-30,Email,7851.61,23475,1203
2026-03-31,Instagram Ads,7362.7,14741,2933
2026-03-31,Google Ads,2979.39,43247,2535
2026-03-31,Referral,9191.56,22324,1883
2026-03-31,Organic Search,5630.34,16588,2217
2026-03-31,Influencer,3822.46,3046,1834
2026-03-31,Email,13697.65,46528,1084
2026-04-01,Instagram Ads,1542.77,38670,173
2026-04-01,Google Ads,14955.51,31896,2671
2026-04-01,Referral,12638.15,17468,1067
2026-04-01,Organic Search,2348.83,32783,2379
2026-04-01,Influencer,2416.31,1172,810
2026-04-01,Email,13461.1,9960,810
2026-04-02,Instagram Ads,2289.89,10469,1012
2026-04-02,Google Ads,10334.88,30676,2739
2026-04-02,Referral,619.56,16055,689
2026-04-02,Organic Search,9702.58,43633,2890
2026-04-02,Influencer,2500.96,33868,2236
2026-04-02,Email,9310.97,32058,292
2026-04-03,Instagram Ads,10332.55,45242,1826
2026-04-03,Google Ads,939.86,42617,1492
2026-04-03,Referral,2514.68,28752,519
2026-04-03,Organic Search,942.2,35357,1226
2026-04-03,Influencer,2084.04,2584,1630
2026-04-03,Email,11534.88,44150,2881
2026-04-04,Instagram Ads,7687.29,46022,2682
2026-04-04,Google Ads,7198.72,13329,621
2026-04-04,Referral,4012.29,26746,835
2026-04-04,Organic Search,10136.54,32742,1977
2026-04-04,Influencer,3480.38,27418,1260
2026-04-04,Email,2608.16,29982,2288
2026-04-05,Instagram Ads,5352.09,44310,1980
2026-04-05,Google Ads,2826.54,12093,2158
2026-04-05,Referral,10935.82,2265,1143
2026-04-05,Organic Search,10710.74,15644,1672
2026-04-05,Influencer,9229.4,29770,1257
2026-04-05,Email,14348.96,13268,918
2026-04-06,Instagram Ads,8538.15,4474,2708
2026-04-06,Google Ads,8260.25,40494,413
2026-04-06,Referral,8928.88,6415,2190
2026-04-06,Organic Search,1276.7,36317,475
2026-04-06,Influencer,13686.13,20622,1357
2026-04-06,Email,5272.17,9580,2974
2026-04-07,Instagram Ads,7017.26,21974,2663
2026-04-07,Google Ads,3384.55,1639,148
2026-04-07,Referral,4144.7,8265,188
2026-04-07,Organic Search,3012.63,14139,947
2026-04-07,Influencer,12769.27,11494,2349
2026-04-07,Email,5984.1,6160,331
2026-04-08,Instagram Ads,6185.61,40580,565
2026-04-08,Google Ads,7615.92,43726,252
2026-04-08,Referral,4037.49,37164,2485
2026-04-08,Organic Search,3876.61,48254,340
2026-04-08,Influencer,10217.58,46654,2754
2026-04-08,Email,13662.5,29008,2736
2026-04-09,Instagram Ads,4243.51,2354,1048
2026-04-09,Google Ads,6761.41,22454,1895
2026-04-09,Referral,1593.04,35582,2177
2026-04-09,Organic Search,9159.99,10679,2466
2026-04-09,Influencer,9932.84,5723,2510
2026-04-09,Email,935.59,3555,391
2026-04-10,Instagram Ads,8361.85,24104,1162
2026-04-10,Google Ads,663.57,32777,1112
2026-04-10,Referral,4653.87,32853,143
2026-04-10,Organic Search,13271.57,37390,401
2026-04-10,Influencer,10581.29,33573,449
2026-04-10,Email,7513.11,18543,2030
2026-04-11,Instagram Ads,4717.7,2460,1992
2026-04-11,Google Ads,9381.11,16972,633
2026-04-11,Referral,8125.69,14295,1011
2026-04-11,Organic Search,13411.55,17281,1674
2026-04-11,Influencer,2622.92,2619,2887
2026-04-11,Email,5296.55,30143,1693
2026-04-12,Instagram Ads,2688.55,46071,255
2026-04-12,Google Ads,10693.48,31282,732
2026-04-12,Referral,6095.15,27626,2521
2026-04-12,Organic Search,4016.77,35939,2986
2026-04-12,Influencer,5799.73,33815,1440
2026-04-12,Email,3011.41,47090,2715
2026-04-13,Instagram Ads,1968.85,35148,1833
2026-04-13,Google Ads,2559.36,15529,2513
2026-04-13,Referral,5692.75,26554,925
2026-04-13,Organic Search,8924.36,45535,2251
2026-04-13,Influencer,7633.99,13181,597
2026-04-13,Email,4187.31,48749,1246
2026-04-14,Instagram Ads,8989.86,39670,872
2026-04-14,Google Ads,12080.9,10342,1631
2026-04-14,Referral,11446.63,39329,690
2026-04-14,Organic Search,6434.2,21125,1093
2026-04-14,Influencer,4842.93,14781,76
2026-04-14,Email,4141.62,2192,1567
2026-04-15,Instagram Ads,14945.58,23104,2735
2026-04-15,Google Ads,13055.39,35720,2552
2026-04-15,Referral,6152.97,5598,2489
2026-04-15,Organic Search,3769.02,30718,2058
2026-04-15,Influencer,11878.76,12080,2307
2026-04-15,Email,6147.35,33718,1348
2026-04-16,Instagram Ads,9809.1,29442,1705
2026-04-16,Google Ads,11223.05,2546,2062
2026-04-16,Referral,3322.42,23181,2903
2026-04-16,Organic Search,10482.96,31097,559
2026-04-16,Influencer,838.02,7850,1926
2026-04-16,Email,7935.81,27755,1490
2026-04-17,Instagram Ads,5193.71,3455,754
2026-04-17,Google Ads,6697.33,32216,599
2026-04-17,Referral,2436.06,6032,1120
2026-04-17,Organic Search,13351.49,45622,1251
2026-04-17,Influencer,11955.16,4022,671
2026-04-17,Email,684.27,30228,1666
2026-04-18,Instagram Ads,5695.62,32941,2399
2026-04-18,Google Ads,6743.64,26866,1914
2026-04-18,Referral,5561.28,6284,2879
2026-04-18,Organic Search,3496.29,15946,1263
2026-04-18,Influencer,10550.9,31378,1859
2026-04-18,Email,12602.43,25913,739
2026-04-19,Instagram Ads,3862.37,47276,2908
2026-04-19,Google Ads,8748.72,27731,2807
2026-04-19,Referral,4092.84,37019,1800
2026-04-19,Organic Search,2235.51,1342,1118
2026-04-19,Influencer,14402.14,41771,2071
2026-04-19,Email,7707.32,27872,2023
2026-04-20,Instagram Ads,12799.4,43062,1084
2026-04-20,Google Ads,1326.81,41602,1477
2026-04-20,Referral,13767.87,2997,1671
2026-04-20,Organic Search,11931.56,43113,2500
2026-04-20,Influencer,2916.2,6575,2523
2026-04-20,Email,14098.39,9145,405
2026-04-21,Instagram Ads,5530.64,25451,1806
2026-04-21,Google Ads,5478.92,12631,2574
2026-04-21,Referral,12969.94,30827,2788
2026-04-21,Organic Search,8549.53,42302,826
2026-04-21,Influencer,6376.29,17934,2840
2026-04-21,Email,8459.02,47343,1140
2026-04-22,Instagram Ads,6785.2,31774,2542
2026-04-22,Google Ads,3672.1,14045,2327
2026-04-22,Referral,3932.23,23260,270
2026-04-22,Organic Search,2689.02,31395,2345
2026-04-22,Influencer,6102.96,44353,692
2026-04-22,Email,10292.96,26250,876
2026-04-23,Instagram Ads,12768.1,8090,1132
2026-04-23,Google Ads,13749.79,15975,1348
2026-04-23,Referral,11279.49,3231,840
2026-04-23,Organic Search,10493.99,40688,1896
2026-04-23,Influencer,8096.34,21538,383
2026-04-23,Email,4846.66,5647,773
2026-04-24,Instagram Ads,729.15,5382,353
2026-04-24,Google Ads,11602.93,2599,1626
2026-04-24,Referral,7658.41,32880,992
2026-04-24,Organic Search,13187.29,36685,1357
2026-04-24,Influencer,3036.08,16433,1912
2026-04-24,Email,14013.97,43076,1320
2026-04-25,Instagram Ads,13948.03,31422,1752
2026-04-25,Google Ads,2269.46,22904,1451
2026-04-25,Referral,8205.98,19548,2442
2026-04-25,Organic Search,14370.0,32306,831
2026-04-25,Influencer,7855.17,20885,89
2026-04-25,Email,546.53,8284,357
2026-04-26,Instagram Ads,12508.94,24361,628
2026-04-26,Google Ads,1820.59,18335,135
2026-04-26,Referral,10168.83,32361,1783
2026-04-26,Organic Search,10990.94,32578,2191
2026-04-26,Influencer,5983.58,7646,2564
2026-04-26,Email,8209.77,25988,1236
2026-04-27,Instagram Ads,5623.47,16956,2167
2026-04-27,Google Ads,3391.72,15879,885
2026-04-27,Referral,2280.77,29767,2627
2026-04-27,Organic Search,12493.65,29700,1688
2026-04-27,Influencer,864.38,13655,403
2026-04-27,Email,1080.0,30069,1925
2026-04-28,Instagram Ads,3264.09,25082,1059
2026-04-28,Google Ads,3919.44,27833,1130
2026-04-28,Referral,1648.11,21237,420
2026-04-28,Organic Search,2888.64,25206,2015
2026-04-28,Influencer,12336.07,38277,2245
2026-04-28,Email,8507.24,12494,1924
2026-04-29,Instagram Ads,11427.19,4742,2565
2026-04-29,Google Ads,9335.58,45853,857
2026-04-29,Referral,5300.5,24874,344
2026-04-29,Organic Search,2739.99,41511,2222
2026-04-29,Influencer,7079.37,24482,1445
2026-04-29,Email,5027.05,49957,1689
2026-04-30,Instagram Ads,7729.58,48066,280
2026-04-30,Google Ads,652.02,32105,1499
2026-04-30,Referral,10410.97,31117,227
2026-04-30,Organic Search,12389.93,7497,593
2026-04-30,Influencer,11918.53,35001,129
2026-04-30,Email,14772.02,31070,183
2026-05-01,Instagram Ads,3278.45,7536,543
2026-05-01,Google Ads,6182.37,36312,1765
